frame_id,timestamp_s,ball_x_world_m,ball_y_world_m,ball_z_world_m,ball_x_cam_m,ball_y_cam_m,ball_z_cam_m,u_px,v_px,radius_px,visible
41,0.082000000,-0.268800000,1.770400000,0.731018780,-0.268800000,0.068981220,1.770400000,241.048351,260.261090,5.874379,1
42,0.084000000,-0.265600000,1.764800000,0.733390320,-0.265600000,0.066609680,1.764800000,241.740707,259.626606,5.893019,1
43,0.086000000,-0.262400000,1.759200000,0.735722620,-0.262400000,0.064277380,1.759200000,242.437472,258.999680,5.911778,1
44,0.088000000,-0.259200000,1.753600000,0.738015680,-0.259200000,0.061984320,1.753600000,243.138686,258.380387,5.930657,1
45,0.090000000,-0.256000000,1.748000000,0.740269500,-0.256000000,0.059730500,1.748000000,243.844394,257.768799,5.949657,1
46,0.092000000,-0.252800000,1.742400000,0.742484080,-0.252800000,0.057515920,1.742400000,244.554637,257.164990,5.968779,1
47,0.094000000,-0.249600000,1.736800000,0.744659420,-0.249600000,0.055340580,1.736800000,245.269461,256.569036,5.988024,1
48,0.096000000,-0.246400000,1.731200000,0.746795520,-0.246400000,0.053204480,1.731200000,245.988909,255.981013,6.007394,1
49,0.098000000,-0.243200000,1.725600000,0.748892380,-0.243200000,0.051107620,1.725600000,246.713027,255.400998,6.026889,1
50,0.100000000,-0.240000000,1.720000000,0.750950000,-0.240000000,0.049050000,1.720000000,247.441860,254.829070,6.046512,1
51,0.102000000,-0.236800000,1.714400000,0.752968380,-0.236800000,0.047031620,1.714400000,248.175455,254.265307,6.066262,1
52,0.104000000,-0.233600000,1.708800000,0.754947520,-0.233600000,0.045052480,1.708800000,248.913858,253.709790,6.086142,1
53,0.106000000,-0.230400000,1.703200000,0.756887420,-0.230400000,0.043112580,1.703200000,249.657116,253.162601,6.106153,1
54,0.108000000,-0.227200000,1.697600000,0.758788080,-0.227200000,0.041211920,1.697600000,250.405278,252.623821,6.126296,1
55,0.110000000,-0.224000000,1.692000000,0.760649500,-0.224000000,0.039350500,1.692000000,251.158392,252.093534,6.146572,1
56,0.112000000,-0.220800000,1.686400000,0.762471680,-0.220800000,0.037528320,1.686400000,251.916509,251.571825,6.166983,1
57,0.114000000,-0.217600000,1.680800000,0.764254620,-0.217600000,0.035745380,1.680800000,252.679676,251.058780,6.187530,1
58,0.116000000,-0.214400000,1.675200000,0.765998320,-0.214400000,0.034001680,1.675200000,253.447947,250.554485,6.208214,1
59,0.118000000,-0.211200000,1.669600000,0.767702780,-0.211200000,0.032297220,1.669600000,254.221370,250.059029,6.229037,1
60,0.120000000,-0.208000000,1.664000000,0.769368000,-0.208000000,0.030632000,1.664000000,255.000000,249.572500,6.250000,1
61,0.122000000,-0.204800000,1.658400000,0.770993980,-0.204800000,0.029006020,1.658400000,255.783888,249.094989,6.271105,1
62,0.124000000,-0.201600000,1.652800000,0.772580720,-0.201600000,0.027419280,1.652800000,256.573088,248.626589,6.292352,1
63,0.126000000,-0.198400000,1.647200000,0.774128220,-0.198400000,0.025871780,1.647200000,257.367654,248.167390,6.313745,1
64,0.128000000,-0.195200000,1.641600000,0.775636480,-0.195200000,0.024363520,1.641600000,258.167641,247.717489,6.335283,1
65,0.130000000,-0.192000000,1.636000000,0.777105500,-0.192000000,0.022894500,1.636000000,258.973105,247.276980,6.356968,1
66,0.132000000,-0.188800000,1.630400000,0.778535280,-0.188800000,0.021464720,1.630400000,259.784102,246.845961,6.378803,1
67,0.134000000,-0.185600000,1.624800000,0.779925820,-0.185600000,0.020074180,1.624800000,260.600689,246.424528,6.400788,1
68,0.136000000,-0.182400000,1.619200000,0.781277120,-0.182400000,0.018722880,1.619200000,261.422925,246.012783,6.422925,1
69,0.138000000,-0.179200000,1.613600000,0.782589180,-0.179200000,0.017410820,1.613600000,262.250868,245.610824,6.445216,1
70,0.140000000,-0.176000000,1.608000000,0.783862000,-0.176000000,0.016138000,1.608000000,263.084577,245.218756,6.467662,1
71,0.142000000,-0.172800000,1.602400000,0.785095580,-0.172800000,0.014904420,1.602400000,263.924114,244.836681,6.490265,1
72,0.144000000,-0.169600000,1.596800000,0.786289920,-0.169600000,0.013710080,1.596800000,264.769539,244.464705,6.513026,1
73,0.146000000,-0.166400000,1.591200000,0.787445020,-0.166400000,0.012554980,1.591200000,265.620915,244.102935,6.535948,1
74,0.148000000,-0.163200000,1.585600000,0.788560880,-0.163200000,0.011439120,1.585600000,266.478305,243.751477,6.559031,1
75,0.150000000,-0.160000000,1.580000000,0.789637500,-0.160000000,0.010362500,1.580000000,267.341772,243.410443,6.582278,1
76,0.152000000,-0.156800000,1.574400000,0.790674880,-0.156800000,0.009325120,1.574400000,268.211382,243.079943,6.605691,1
77,0.154000000,-0.153600000,1.568800000,0.791673020,-0.153600000,0.008326980,1.568800000,269.087200,242.760090,6.629271,1
78,0.156000000,-0.150400000,1.563200000,0.792631920,-0.150400000,0.007368080,1.563200000,269.969294,242.450999,6.653019,1
79,0.158000000,-0.147200000,1.557600000,0.793551580,-0.147200000,0.006448420,1.557600000,270.857730,242.152785,6.676939,1
80,0.160000000,-0.144000000,1.552000000,0.794432000,-0.144000000,0.005568000,1.552000000,271.752577,241.865567,6.701031,1
81,0.162000000,-0.140800000,1.546400000,0.795273180,-0.140800000,0.004726820,1.546400000,272.653906,241.589464,6.725297,1
82,0.164000000,-0.137600000,1.540800000,0.796075120,-0.137600000,0.003924880,1.540800000,273.561786,241.324596,6.749740,1
83,0.166000000,-0.134400000,1.535200000,0.796837820,-0.134400000,0.003162180,1.535200000,274.476290,241.071088,6.774362,1
84,0.168000000,-0.131200000,1.529600000,0.797561280,-0.131200000,0.002438720,1.529600000,275.397490,240.829063,6.799163,1
85,0.170000000,-0.128000000,1.524000000,0.798245500,-0.128000000,0.001754500,1.524000000,276.325459,240.598648,6.824147,1
86,0.172000000,-0.124800000,1.518400000,0.798890480,-0.124800000,0.001109520,1.518400000,277.260274,240.379973,6.849315,1
87,0.174000000,-0.121600000,1.512800000,0.799496220,-0.121600000,0.000503780,1.512800000,278.202010,240.173166,6.874669,1
88,0.176000000,-0.118400000,1.507200000,0.800062720,-0.118400000,-0.000062720,1.507200000,279.150743,239.978361,6.900212,1
89,0.178000000,-0.115200000,1.501600000,0.800589980,-0.115200000,-0.000589980,1.501600000,280.106553,239.795692,6.925946,1
90,0.180000000,-0.112000000,1.496000000,0.801078000,-0.112000000,-0.001078000,1.496000000,281.069519,239.625294,6.951872,1
91,0.182000000,-0.108800000,1.490400000,0.801526780,-0.108800000,-0.001526780,1.490400000,282.039721,239.467307,6.977992,1
92,0.184000000,-0.105600000,1.484800000,0.801936320,-0.105600000,-0.001936320,1.484800000,283.017241,239.321871,7.004310,1
93,0.186000000,-0.102400000,1.479200000,0.802306620,-0.102400000,-0.002306620,1.479200000,284.002163,239.189128,7.030827,1
94,0.188000000,-0.099200000,1.473600000,0.802637680,-0.099200000,-0.002637680,1.473600000,284.994571,239.069223,7.057546,1
95,0.190000000,-0.096000000,1.468000000,0.802929500,-0.096000000,-0.002929500,1.468000000,285.994550,238.962302,7.084469,1
96,0.192000000,-0.092800000,1.462400000,0.803182080,-0.092800000,-0.003182080,1.462400000,287.002188,238.868516,7.111597,1
97,0.194000000,-0.089600000,1.456800000,0.803395420,-0.089600000,-0.003395420,1.456800000,288.017573,238.788016,7.138935,1
98,0.196000000,-0.086400000,1.451200000,0.803569520,-0.086400000,-0.003569520,1.451200000,289.040794,238.720955,7.166483,1
99,0.198000000,-0.083200000,1.445600000,0.803704380,-0.083200000,-0.003704380,1.445600000,290.071942,238.667489,7.194245,1
100,0.200000000,-0.080000000,1.440000000,0.803800000,-0.080000000,-0.003800000,1.440000000,291.111111,238.627778,7.222222,1
101,0.202000000,-0.076800000,1.434400000,0.803856380,-0.076800000,-0.003856380,1.434400000,292.158394,238.601982,7.250418,1
102,0.204000000,-0.073600000,1.428800000,0.803873520,-0.073600000,-0.003873520,1.428800000,293.213886,238.590264,7.278835,1
103,0.206000000,-0.070400000,1.423200000,0.803851420,-0.070400000,-0.003851420,1.423200000,294.277684,238.592792,7.307476,1
104,0.208000000,-0.067200000,1.417600000,0.803790080,-0.067200000,-0.003790080,1.417600000,295.349887,238.609734,7.336343,1
105,0.210000000,-0.064000000,1.412000000,0.803689500,-0.064000000,-0.003689500,1.412000000,296.430595,238.641261,7.365439,1
106,0.212000000,-0.060800000,1.406400000,0.803549680,-0.060800000,-0.003549680,1.406400000,297.519909,238.687547,7.394767,1
107,0.214000000,-0.057600000,1.400800000,0.803370620,-0.057600000,-0.003370620,1.400800000,298.617933,238.748770,7.424329,1
108,0.216000000,-0.054400000,1.395200000,0.803152320,-0.054400000,-0.003152320,1.395200000,299.724771,238.825110,7.454128,1
109,0.218000000,-0.051200000,1.389600000,0.802894780,-0.051200000,-0.002894780,1.389600000,300.840530,238.916749,7.484168,1
110,0.220000000,-0.048000000,1.384000000,0.802598000,-0.048000000,-0.002598000,1.384000000,301.965318,239.023873,7.514451,1
111,0.222000000,-0.044800000,1.378400000,0.802261980,-0.044800000,-0.002261980,1.378400000,303.099246,239.146670,7.544980,1
112,0.224000000,-0.041600000,1.372800000,0.801886720,-0.041600000,-0.001886720,1.372800000,304.242424,239.285333,7.575758,1
113,0.226000000,-0.038400000,1.367200000,0.801472220,-0.038400000,-0.001472220,1.367200000,305.394968,239.440057,7.606788,1
114,0.228000000,-0.035200000,1.361600000,0.801018480,-0.035200000,-0.001018480,1.361600000,306.556992,239.611039,7.638073,1
115,0.230000000,-0.032000000,1.356000000,0.800525500,-0.032000000,-0.000525500,1.356000000,307.728614,239.798481,7.669617,1
116,0.232000000,-0.028800000,1.350400000,0.799993280,-0.028800000,0.000006720,1.350400000,308.909953,240.002588,7.701422,1
117,0.234000000,-0.025600000,1.344800000,0.799421820,-0.025600000,0.000578180,1.344800000,310.101130,240.223568,7.733492,1
118,0.236000000,-0.022400000,1.339200000,0.798811120,-0.022400000,0.001188880,1.339200000,311.302270,240.461632,7.765830,1
119,0.238000000,-0.019200000,1.333600000,0.798161180,-0.019200000,0.001838820,1.333600000,312.513497,240.716996,7.798440,1
120,0.240000000,-0.016000000,1.328000000,0.797472000,-0.016000000,0.002528000,1.328000000,313.734940,240.989880,7.831325,1
121,0.242000000,-0.012800000,1.322400000,0.796743580,-0.012800000,0.003256420,1.322400000,314.966727,241.280504,7.864489,1
122,0.244000000,-0.009600000,1.316800000,0.795975920,-0.009600000,0.004024080,1.316800000,316.208991,241.589096,7.897934,1
123,0.246000000,-0.006400000,1.311200000,0.795169020,-0.006400000,0.004830980,1.311200000,317.461867,241.915886,7.931666,1
124,0.248000000,-0.003200000,1.305600000,0.794322880,-0.003200000,0.005677120,1.305600000,318.725490,242.261108,7.965686,1
125,0.250000000,0.000000000,1.300000000,0.793437500,0.000000000,0.006562500,1.300000000,320.000000,242.625000,8.000000,1
126,0.252000000,0.003200000,1.294400000,0.792512880,0.003200000,0.007487120,1.294400000,321.285538,243.007805,8.034611,1
127,0.254000000,0.006400000,1.288800000,0.791549020,0.006400000,0.008450980,1.288800000,322.582247,243.409768,8.069522,1
128,0.256000000,0.009600000,1.283200000,0.790545920,0.009600000,0.009454080,1.283200000,323.890274,243.831142,8.104738,1
129,0.258000000,0.012800000,1.277600000,0.789503580,0.012800000,0.010496420,1.277600000,325.209768,244.272181,8.140263,1
130,0.260000000,0.016000000,1.272000000,0.788422000,0.016000000,0.011578000,1.272000000,326.540881,244.733145,8.176101,1
131,0.262000000,0.019200000,1.266400000,0.787301180,0.019200000,0.012698820,1.266400000,327.883765,245.214298,8.212255,1
132,0.264000000,0.022400000,1.260800000,0.786141120,0.022400000,0.013858880,1.260800000,329.238579,245.715909,8.248731,1
133,0.266000000,0.025600000,1.255200000,0.784941820,0.025600000,0.015058180,1.255200000,330.605481,246.238252,8.285532,1
134,0.268000000,0.028800000,1.249600000,0.783703280,0.028800000,0.016296720,1.249600000,331.984635,246.781606,8.322663,1
135,0.270000000,0.032000000,1.244000000,0.782425500,0.032000000,0.017574500,1.244000000,333.376206,247.346254,8.360129,1
136,0.272000000,0.035200000,1.238400000,0.781108480,0.035200000,0.018891520,1.238400000,334.780362,247.932486,8.397933,1
137,0.274000000,0.038400000,1.232800000,0.779752220,0.038400000,0.020247780,1.232800000,336.197274,248.540595,8.436080,1
138,0.276000000,0.041600000,1.227200000,0.778356720,0.041600000,0.021643280,1.227200000,337.627119,249.170881,8.474576,1
139,0.278000000,0.044800000,1.221600000,0.776921980,0.044800000,0.023078020,1.221600000,339.070072,249.823650,8.513425,1
140,0.280000000,0.048000000,1.216000000,0.775448000,0.048000000,0.024552000,1.216000000,340.526316,250.499211,8.552632,1
141,0.282000000,0.051200000,1.210400000,0.773934780,0.051200000,0.026065220,1.210400000,341.996034,251.197880,8.592201,1
142,0.284000000,0.054400000,1.204800000,0.772382320,0.054400000,0.027617680,1.204800000,343.479416,251.919981,8.632138,1
143,0.286000000,0.057600000,1.199200000,0.770790620,0.057600000,0.029209380,1.199200000,344.976651,252.665842,8.672448,1
144,0.288000000,0.060800000,1.193600000,0.769159680,0.060800000,0.030840320,1.193600000,346.487936,253.435796,8.713137,1
145,0.290000000,0.064000000,1.188000000,0.767489500,0.064000000,0.032510500,1.188000000,348.013468,254.230185,8.754209,1
146,0.292000000,0.067200000,1.182400000,0.765780080,0.067200000,0.034219920,1.182400000,349.553451,255.049356,8.795670,1
147,0.294000000,0.070400000,1.176800000,0.764031420,0.070400000,0.035968580,1.176800000,351.108090,255.893662,8.837525,1
148,0.296000000,0.073600000,1.171200000,0.762243520,0.073600000,0.037756480,1.171200000,352.677596,256.763464,8.879781,1
149,0.298000000,0.076800000,1.165600000,0.760416380,0.076800000,0.039583620,1.165600000,354.262183,257.659130,8.922443,1
150,0.300000000,0.080000000,1.160000000,0.758550000,0.080000000,0.041450000,1.160000000,355.862069,258.581034,8.965517,1
151,0.302000000,0.083200000,1.154400000,0.756644380,0.083200000,0.043355620,1.154400000,357.477477,259.529559,9.009009,1
152,0.304000000,0.086400000,1.148800000,0.754699520,0.086400000,0.045300480,1.148800000,359.108635,260.505092,9.052925,1
153,0.306000000,0.089600000,1.143200000,0.752715420,0.089600000,0.047284580,1.143200000,360.755773,261.508031,9.097271,1
154,0.308000000,0.092800000,1.137600000,0.750692080,0.092800000,0.049307920,1.137600000,362.419128,262.538782,9.142053,1
155,0.310000000,0.096000000,1.132000000,0.748629500,0.096000000,0.051370500,1.132000000,364.098940,263.597756,9.187279,1
156,0.312000000,0.099200000,1.126400000,0.746527680,0.099200000,0.053472320,1.126400000,365.795455,264.685375,9.232955,1
157,0.314000000,0.102400000,1.120800000,0.744386620,0.102400000,0.055613380,1.120800000,367.508922,265.802068,9.279086,1
158,0.316000000,0.105600000,1.115200000,0.742206320,0.105600000,0.057793680,1.115200000,369.239598,266.948273,9.325681,1
159,0.318000000,0.108800000,1.109600000,0.739986780,0.108800000,0.060013220,1.109600000,370.987743,268.124436,9.372747,1
160,0.320000000,0.112000000,1.104000000,0.737728000,0.112000000,0.062272000,1.104000000,372.753623,269.331014,9.420290,1
161,0.322000000,0.115200000,1.098400000,0.735429980,0.115200000,0.064570020,1.098400000,374.537509,270.568473,9.468318,1
162,0.324000000,0.118400000,1.092800000,0.733092720,0.118400000,0.066907280,1.092800000,376.339678,271.837286,9.516837,1
163,0.326000000,0.121600000,1.087200000,0.730716220,0.121600000,0.069283780,1.087200000,378.160412,273.137937,9.565857,1
164,0.328000000,0.124800000,1.081600000,0.728300480,0.124800000,0.071699520,1.081600000,380.000000,274.470923,9.615385,1
165,0.330000000,0.128000000,1.076000000,0.725845500,0.128000000,0.074154500,1.076000000,381.858736,275.836747,9.665428,1
166,0.332000000,0.131200000,1.070400000,0.723351280,0.131200000,0.076648720,1.070400000,383.736921,277.235925,9.715994,1
167,0.334000000,0.134400000,1.064800000,0.720817820,0.134400000,0.079182180,1.064800000,385.634861,278.668983,9.767092,1
168,0.336000000,0.137600000,1.059200000,0.718245120,0.137600000,0.081754880,1.059200000,387.552870,280.136459,9.818731,1
169,0.338000000,0.140800000,1.053600000,0.715633180,0.140800000,0.084366820,1.053600000,389.491268,281.638901,9.870919,1
170,0.340000000,0.144000000,1.048000000,0.712982000,0.144000000,0.087018000,1.048000000,391.450382,283.176870,9.923664,1
171,0.342000000,0.147200000,1.042400000,0.710291580,0.147200000,0.089708420,1.042400000,393.430545,284.750939,9.976976,1
172,0.344000000,0.150400000,1.036800000,0.707561920,0.150400000,0.092438080,1.036800000,395.432099,286.361691,10.030864,1
173,0.346000000,0.153600000,1.031200000,0.704793020,0.153600000,0.095206980,1.031200000,397.455392,288.009726,10.085337,1
174,0.348000000,0.156800000,1.025600000,0.701984880,0.156800000,0.098015120,1.025600000,399.500780,289.695654,10.140406,1
175,0.350000000,0.160000000,1.020000000,0.699137500,0.160000000,0.100862500,1.020000000,401.568627,291.420098,10.196078,1
176,0.352000000,0.163200000,1.014400000,0.696250880,0.163200000,0.103749120,1.014400000,403.659306,293.183697,10.252366,1
177,0.354000000,0.166400000,1.008800000,0.693325020,0.166400000,0.106674980,1.008800000,405.773196,294.987103,10.309278,1
178,0.356000000,0.169600000,1.003200000,0.690359920,0.169600000,0.109640080,1.003200000,407.910686,296.830982,10.366826,1
179,0.358000000,0.172800000,0.997600000,0.687355580,0.172800000,0.112644420,0.997600000,410.072173,298.716017,10.425020,1
180,0.360000000,0.176000000,0.992000000,0.684312000,0.176000000,0.115688000,0.992000000,412.258065,300.642903,10.483871,1
181,0.362000000,0.179200000,0.986400000,0.681229180,0.179200000,0.118770820,0.986400000,414.468775,302.612354,10.543390,1
182,0.364000000,0.182400000,0.980800000,0.678107120,0.182400000,0.121892880,0.980800000,416.704731,304.625100,10.603589,1
183,0.366000000,0.185600000,0.975200000,0.674945820,0.185600000,0.125054180,0.975200000,418.966366,306.681884,10.664479,1
184,0.368000000,0.188800000,0.969600000,0.671745280,0.188800000,0.128254720,0.969600000,421.254125,308.783472,10.726073,1
185,0.370000000,0.192000000,0.964000000,0.668505500,0.192000000,0.131494500,0.964000000,423.568465,310.930643,10.788382,1
186,0.372000000,0.195200000,0.958400000,0.665226480,0.195200000,0.134773520,0.958400000,425.909850,313.124197,10.851419,1
187,0.374000000,0.198400000,0.952800000,0.661908220,0.198400000,0.138091780,0.952800000,428.278757,315.364951,10.915197,1
188,0.376000000,0.201600000,0.947200000,0.658550720,0.201600000,0.141449280,0.947200000,430.675676,317.653743,10.979730,1
189,0.378000000,0.204800000,0.941600000,0.655153980,0.204800000,0.144846020,0.941600000,433.101105,319.991430,11.045030,1
190,0.380000000,0.208000000,0.936000000,0.651718000,0.208000000,0.148282000,0.936000000,435.555556,322.378889,11.111111,1
191,0.382000000,0.211200000,0.930400000,0.648242780,0.211200000,0.151757220,0.930400000,438.039553,324.817019,11.177988,1
192,0.384000000,0.214400000,0.924800000,0.644728320,0.214400000,0.155271680,0.924800000,440.553633,327.306740,11.245675,1
193,0.386000000,0.217600000,0.919200000,0.641174620,0.217600000,0.158825380,0.919200000,443.098346,329.848997,11.314186,1
194,0.388000000,0.220800000,0.913600000,0.637581680,0.220800000,0.162418320,0.913600000,445.674256,332.444753,11.383538,1
195,0.390000000,0.224000000,0.908000000,0.633949500,0.224000000,0.166050500,0.908000000,448.281938,335.095000,11.453744,1
196,0.392000000,0.227200000,0.902400000,0.630278080,0.227200000,0.169721920,0.902400000,450.921986,337.800752,11.524823,1
197,0.394000000,0.230400000,0.896800000,0.626567420,0.230400000,0.173432580,0.896800000,453.595004,340.563048,11.596789,1
198,0.396000000,0.233600000,0.891200000,0.622817520,0.233600000,0.177182480,0.891200000,456.301616,343.382955,11.669659,1
199,0.398000000,0.236800000,0.885600000,0.619028380,0.236800000,0.180971620,0.885600000,459.042457,346.261565,11.743451,1
200,0.400000000,0.240000000,0.880000000,0.615200000,0.240000000,0.184800000,0.880000000,461.818182,349.200000,11.818182,1
201,0.402000000,0.243200000,0.874400000,0.611332380,0.243200000,0.188667620,0.874400000,464.629460,352.199408,11.893870,1
202,0.404000000,0.246400000,0.868800000,0.607425520,0.246400000,0.192574480,0.868800000,467.476980,355.260969,11.970534,1
203,0.406000000,0.249600000,0.863200000,0.603479420,0.249600000,0.196520580,0.863200000,470.361446,358.385892,12.048193,1
204,0.408000000,0.252800000,0.857600000,0.599494080,0.252800000,0.200505920,0.857600000,473.283582,361.575418,12.126866,1
205,0.410000000,0.256000000,0.852000000,0.595469500,0.256000000,0.204530500,0.852000000,476.244131,364.830822,12.206573,1
206,0.412000000,0.259200000,0.846400000,0.591405680,0.259200000,0.208594320,0.846400000,479.243856,368.153410,12.287335,1
207,0.414000000,0.262400000,0.840800000,0.587302620,0.262400000,0.212697380,0.840800000,482.283539,371.544526,12.369172,1
208,0.416000000,0.265600000,0.835200000,0.583160320,0.265600000,0.216839680,0.835200000,485.363985,375.005548,12.452107,1
209,0.418000000,0.268800000,0.829600000,0.578978780,0.268800000,0.221021220,0.829600000,488.486017,378.537891,12.536162,1
210,0.420000000,0.272000000,0.824000000,0.574758000,0.272000000,0.225242000,0.824000000,491.650485,382.143010,12.621359,1
211,0.422000000,0.275200000,0.818400000,0.570497980,0.275200000,0.229502020,0.818400000,494.858260,385.822398,12.707722,1
212,0.424000000,0.278400000,0.812800000,0.566198720,0.278400000,0.233801280,0.812800000,498.110236,389.577591,12.795276,1
213,0.426000000,0.281600000,0.807200000,0.561860220,0.281600000,0.238139780,0.807200000,501.407334,393.410166,12.884044,1
214,0.428000000,0.284800000,0.801600000,0.557482480,0.284800000,0.242517520,0.801600000,504.750499,397.321745,12.974052,1
215,0.430000000,0.288000000,0.796000000,0.553065500,0.288000000,0.246934500,0.796000000,508.140704,401.313995,13.065327,1
216,0.432000000,0.291200000,0.790400000,0.548609280,0.291200000,0.251390720,0.790400000,511.578947,405.388632,13.157895,1
217,0.434000000,0.294400000,0.784800000,0.544113820,0.294400000,0.255886180,0.784800000,515.066259,409.547418,13.251784,1
218,0.436000000,0.297600000,0.779200000,0.539579120,0.297600000,0.260420880,0.779200000,518.603696,413.792168,13.347023,1
219,0.438000000,0.300800000,0.773600000,0.535005180,0.300800000,0.264994820,0.773600000,522.192347,418.124750,13.443640,1
220,0.440000000,0.304000000,0.768000000,0.530392000,0.304000000,0.269608000,0.768000000,525.833333,422.547083,13.541667,1
221,0.442000000,0.307200000,0.762400000,0.525739580,0.307200000,0.274260420,0.762400000,529.527807,427.061147,13.641133,1
